VIN,Model,Type,Year,Brand,Dealership,Miles,BoughtPrice,InventoryStatus,ListingPrice
QPZYVAXDPLITBKKMK,Equinox,Sedan,2022,Chevrolet,4,86458,12551,Reserved,15993.16
0LNTNWDT7QQY8VEKE,Stinger,Truck,2023,Kia,1,69234,16394,Sold,20912.53
LNLQJHFLV0S8GUAT6,Z4,Truck,2015,BMW,4,21275,17031,Available,20264.72
84QPY86GA8TG1BH7E,RAV4,Truck,2022,Toyota,1,53576,17574,Sold,20621.3
R5ZPA4SE91VK4P197,Bronco,Coupe,2019,Ford,1,97498,8695,Sold,11323.85
GA8NGQOZEKDHY2LMO,R8,Minivan,2015,Audi,3,86985,6283,Reserved,8183.79
Q0WYL9CP5AZT8BX1B,AMG GT,Hatchback,2015,Mercedes-Benz,2,105995,5000,Available,6583.84
L34YMX9JIF8N23VVO,Golf,Minivan,2023,Volkswagen,3,73623,13684,Sold,18176.6
56O7581NR954ZSEQ3,Supra,Minivan,2024,Toyota,3,14285,29040,Reserved,35656.35
JKJN670EEUNUQPRWS,R8,Hatchback,2021,Audi,2,47882,17125,Available,20984.62
HRL3PAYTDLWAV2NU4,R8,Hatchback,2024,Audi,2,53205,21359,Reserved,27757.6
8Y5Y6TB6IC0BLBRNG,AMG GT,Truck,2022,Mercedes-Benz,2,8051,20968,Sold,26471.91
FPW1U26SHQD8Q9FKM,Cybertruck,Coupe,2016,Tesla,4,105184,5753,Reserved,7337.9
PWWGY8S0OK13BFO0T,MX-5 Miata,Truck,2019,Mazda,2,114219,6014,Sold,7811.87
M4T9ZIX3JL7GOLGEY,Z4,Minivan,2016,BMW,4,52409,10823,Available,14313.43
RMZX3R6SL1B6ULEVH,NSX,Hatchback,2020,Honda,1,103000,7658,Reserved,9070.89
S7AT3WE4V6RBJNE17,Veloster,Hatchback,2022,Hyundai,4,54116,13070,Available,15604.22
IV240OCIBV98R2Z00,GT-R,Coupe,2016,Nissan,3,65559,8725,Sold,9802.5
PFYRIUOVCJCWZZKYQ,X5,Sedan,2016,BMW,4,12493,17685,Sold,22010.22
1ASB50P70YOKSP7QR,Gladiator,Coupe,2017,Jeep,2,117751,5000,Sold,5544.93
S3TFWCP0MO5WD6O9H,Equinox,Sedan,2017,Chevrolet,4,51399,11826,Reserved,14385.14
6H7W3HKSUETL7T8P0,BRZ,Hatchback,2024,Subaru,2,59154,15188,Available,18767.22
F1BE3I54JFZI8AIE5,Camaro,Minivan,2023,Chevrolet,4,36291,21840,Available,25588.52
HW1MAA5HO153E5KJI,Stinger,Truck,2021,Kia,1,83672,9806,Reserved,12235.03
FD256XFU2TF02MG3C,Legacy,SUV,2022,Subaru,1,42884,19069,Available,21121.3
RWGGSA37RJD7HUDB4,BRZ,Coupe,2020,Subaru,3,30237,21626,Sold,23990.52
VLA0183PVC460WR4W,Stinger,Coupe,2024,Kia,3,102527,10097,Reserved,13183.15
UWE18PUVKJASWOOWH,RAV4,Sedan,2019,Toyota,4,79708,9632,Sold,11462.54
9G6V1MF8SVYG61YW0,Veloster,Truck,2022,Hyundai,1,43321,15989,Available,18095.79
M7VAX6F7CM4QXCTLC,Malibu,Sedan,2020,Chevrolet,4,42533,20719,Reserved,25495.99
M8WHWBR5CAM9NV7WZ,Altima,SUV,2019,Nissan,4,111163,5230,Available,6759.77
DT2N8GPTRESPHFXXJ,Veloster,Hatchback,2018,Hyundai,1,60715,13714,Reserved,15825.34
5KMA6ZBJBB62PUAII,Cybertruck,Coupe,2021,Tesla,1,113299,6847,Available,8597.93
MK6CF37TG22IPPOAE,NSX,Coupe,2021,Honda,2,7706,20460,Sold,22942.55
Z0DTH6EKXLGFM8UE3,Civic,Truck,2021,Honda,4,33076,22720,Available,25285.55
ZDMHS95JXDKUHYST6,R8,Truck,2022,Audi,2,43437,17162,Sold,21157.98
8DKA98KYVCINZ4EUI,Altima,SUV,2016,Nissan,3,99807,5537,Sold,6839.07
KO64MFILLBC9Q8I5N,Tucson,Sedan,2018,Hyundai,2,103067,8503,Available,10708.32
W4AMM2HRQDRXKK6Z2,Malibu,Coupe,2016,Chevrolet,1,14386,15302,Available,19609.86
APPFUQKBQGYWKDNB6,Forte,Sedan,2020,Kia,2,7787,22309,Available,29982.47
4A02XJ5IF3B3XRCC4,Stinger,Hatchback,2017,Kia,4,33063,15627,Sold,19206.76
XH1AAA6TSXGSN3736,Forester,SUV,2023,Subaru,1,10500,22640,Reserved,26731.93
MQAGGE4UVDHGNAZ3K,RAV4,Sedan,2023,Toyota,1,26014,29027,Sold,37700.17
QL82S72CB2E9XF67D,A6,SUV,2020,Audi,2,26406,20970,Sold,24486.84
LEBYN2RQFLMWA7X2H,Corolla,SUV,2021,Toyota,2,85895,11340,Reserved,13718.48
M5F2BQWLUOX1FWP4O,BRZ,Hatchback,2021,Subaru,3,73789,10880,Available,12181.4
HXWCTXOQY9O7B8E8G,Camaro,Minivan,2021,Chevrolet,3,94955,10864,Reserved,12019.25
IROR1MW2B5AUJGMER,Gladiator,Truck,2017,Jeep,1,52802,12433,Available,16668.45
ATUQCYJ8SH4V0OJ50,NSX,Hatchback,2022,Honda,1,70232,11152,Available,14597.91
6Y856AHBMPFVJIGVH,GT-R,Hatchback,2022,Nissan,4,93225,9868,Sold,12571.77
SW44P5MH1CL72DLM6,Camaro,Hatchback,2019,Chevrolet,1,17768,23901,Sold,28734.7
N9WNE9JUVYH37RT9J,Sentra,Truck,2023,Nissan,2,30903,23789,Available,27198.52
ECW1W8CEPY4V2GYDV,Tahoe,Sedan,2016,Chevrolet,3,9469,16774,Reserved,19107.42
097R717FKISTCMRR6,Camaro,Minivan,2022,Chevrolet,3,47337,17047,Available,19818.17
RRYKHA51UCPJ4SDI8,Stinger,Truck,2023,Kia,4,117018,5530,Reserved,6842.31
2XXRJBU210GNCEIXH,MX-5 Miata,Coupe,2015,Mazda,1,84952,7109,Reserved,9089.92
H0E2EC99YGCDMPLEQ,Supra,Minivan,2015,Toyota,4,86417,6153,Sold,7783.85
67V7LZ0YD16RNSMEY,Bronco,Minivan,2016,Ford,2,65080,9913,Sold,11598.05
ONNKPFM5RMDCGQ5YN,Golf,Truck,2021,Volkswagen,4,116424,5000,Available,6693.58
17ACZTMYYT8SGKD6C,MX-5 Miata,Coupe,2020,Mazda,4,97888,9068,Sold,11647.61
0US8NOCHCQGM3DY5B,Gladiator,Truck,2021,Jeep,4,47066,16078,Sold,19914.03
BJR6U2EF92NH05ARH,Tucson,SUV,2023,Hyundai,1,84545,11182,Available,14010.27
8S926EQ9ZF1MCFGC7,Stinger,Hatchback,2021,Kia,2,65936,16104,Reserved,19403.71
8J11KMG10NHJACHLX,Stinger,Hatchback,2016,Kia,3,12884,14134,Available,16422.76
CGP7FERF9PH2546MN,NSX,Coupe,2022,Honda,3,59171,16092,Available,19133.28
GA96K5FVS1ZABQYW6,BRZ,Minivan,2024,Subaru,2,114581,6086,Reserved,7847.66
1ZGWZJT5IRCHVYSO0,Supra,Minivan,2020,Toyota,4,43769,14836,Sold,16372.99
TUWM7PHTZYBRGW4LZ,3 Series,Coupe,2018,BMW,4,91567,10430,Sold,11775.66
4HXDK1429V9XKZYLM,AMG GT,Minivan,2021,Mercedes-Benz,4,88867,8288,Available,9212.12
VLTL5RO0KAGEM0KLM,Camaro,Minivan,2024,Chevrolet,2,96894,12459,Reserved,13831.76
9SP8AEPJFP5ZMOJGT,Z4,Minivan,2017,BMW,4,52637,12938,Reserved,16998.79
UO7QAYSTF41HZ5JM9,R8,Truck,2019,Audi,2,65454,14390,Available,18360.41
STU377PD69HK18P81,GT-R,Hatchback,2022,Nissan,2,7166,24538,Sold,29900.62
2X0TLVURQVXDU8G0G,MX-5 Miata,Coupe,2022,Mazda,1,59419,16702,Available,18780.71
ZYPPOD2MBVITU2JVW,Cybertruck,Minivan,2017,Tesla,3,44687,12675,Available,15500.31
37J6OFSEUI283PO21,Impreza,Sedan,2021,Subaru,1,55379,17066,Available,20792.67
EK09YGJDDNQYNFJCB,Passat,Sedan,2022,Volkswagen,3,48216,13909,Sold,15902.17
TJ39G3OHJ66ZONES0,Sportage,SUV,2022,Kia,1,16418,21983,Sold,26565.64
Y5FRB03BMJUVFOL3Z,Gladiator,Minivan,2017,Jeep,1,83987,8395,Reserved,10070.86
MSG5KYBIPYFKJLT7V,Prius,Sedan,2021,Toyota,2,26337,17845,Available,22376.96
BJJK6WBWPKJ0L9HK6,Bronco,Coupe,2018,Ford,2,20870,25053,Available,31536.05
Z7IYU4E49JQT8CVGZ,Veloster,Hatchback,2018,Hyundai,1,76751,11649,Reserved,12945.84
ALGUHJ5M32N9Y1J85,Golf,Minivan,2015,Volkswagen,2,23840,17610,Available,21020.23
H1QQLJU27KSZA029F,Stinger,Hatchback,2023,Kia,1,16371,30406,Sold,38204.07
4JWIZ0QMJZ80YCMH0,Telluride,SUV,2020,Kia,1,51906,15966,Sold,19570.87
WOQL5TQ4T7LMSBM7H,Silverado,Truck,2021,Chevrolet,3,77972,9790,Reserved,12865.26
1G1KT6FKKNZUDQNWZ,Equinox,Sedan,2017,Chevrolet,4,97378,5347,Available,6762.21
0D6QWHX8D26H5CWKN,Sonata,Sedan,2020,Hyundai,3,52608,17443,Sold,19897.82
XAGATUO96T1VVRKZM,Stinger,Minivan,2019,Kia,1,10710,23534,Available,26302.59
MNHMO0IMU39IRRSEX,Stinger,Minivan,2018,Kia,2,106248,7334,Available,9245.28
1P4ICK6G41RMDAZCF,Cybertruck,Hatchback,2022,Tesla,2,55543,13348,Available,14771.27
ABNWYNESMJAF85DUQ,3 Series,Sedan,2020,BMW,2,26834,23614,Available,29433.53
XJPUSC76ZPE9USP99,Sentra,SUV,2023,Nissan,2,109729,8562,Available,11430.76
WAXTFP4K2HV72SIH1,Camaro,Minivan,2020,Chevrolet,3,33604,21566,Reserved,26825.27
NZTPHQ1C10EGHYIJS,Z4,Hatchback,2023,BMW,3,13834,24802,Sold,29689.05
K44VWUWPGP7VT0YF4,Bronco,Minivan,2020,Ford,1,53398,13414,Reserved,16912.67
O2IAGM3J9KIGI3J2H,Rogue,Sedan,2017,Nissan,1,34951,11861,Reserved,14405.93
3QNC5GH5X2OF7MQP6,Golf,Coupe,2022,Volkswagen,3,17231,19623,Sold,24261.96
XPYPG85LG0NS6XBK9,Bronco,Coupe,2021,Ford,3,66667,16323,Available,21797.18
PUHS9JZH5CDAI0DP3,Bronco,Coupe,2022,Ford,4,109691,6823,Available,8163.89
8KVW7WXXZ2YV05IC2,R8,Truck,2018,Audi,3,90830,11187,Available,14993.91
VQQOOGM8C7O05VXU2,Cybertruck,Minivan,2016,Tesla,1,18061,16064,Sold,21306.29
T2ST460QKNWIHL38B,Z4,Minivan,2020,BMW,3,24495,24622,Available,28289.39
GOFNH6CV8NC42JJDM,3 Series,Sedan,2018,BMW,4,67668,14696,Reserved,16420.43
Y8OK5986QRWG0V61O,Stinger,Coupe,2016,Kia,2,74416,8643,Reserved,9725.06
0ZCYUOEQA3P9KP783,F-150,Sedan,2021,Ford,2,105296,7485,Reserved,8267.6
IWM84J25FK5DSJSRS,Focus,SUV,2016,Ford,2,32260,11403,Reserved,12812.53
0DU010EAWK7BLUFMN,Stinger,Minivan,2024,Kia,2,115108,7288,Reserved,9261.24
F2U0A19MJEPWRARKC,Stinger,Minivan,2015,Kia,2,70555,10230,Reserved,11435.06
W5UL57QRK4T61NXRU,Corvette,Truck,2015,Chevrolet,4,52800,11076,Sold,13066.84
SPPS1GC8XPVFHE7ZC,Gladiator,Sedan,2016,Jeep,1,14663,15149,Sold,19863.65
J5X0FCMC54AI4D41C,Stinger,Hatchback,2023,Kia,4,38112,21361,Reserved,23621.38
H9JSPM4FHGYZEWTJA,AMG GT,Minivan,2024,Mercedes-Benz,1,69319,14184,Available,18490.51
LY5TGRH2XY59EVLII,Cybertruck,Truck,2022,Tesla,2,27715,16653,Reserved,19491.73
2KRYUFNZ1799TOASG,R8,Coupe,2018,Audi,1,107338,6088,Reserved,6876.65
S7NXTAL8GDVSLYQD7,Equinox,SUV,2020,Chevrolet,4,69009,14881,Sold,18961.14
FQ9BLC1IVKYFYL335,Explorer,Truck,2016,Ford,2,62768,8551,Available,10750.62
PYTLH84ELKV90O9QI,Gladiator,Sedan,2015,Jeep,4,72433,9350,Available,12336.09
P5L6CSDQ3D81WEON8,Golf,Hatchback,2024,Volkswagen,2,42235,22494,Reserved,28877.07
TLSMX38W8JU5FQVFB,NSX,Hatchback,2019,Honda,3,29907,16629,Sold,21632.17
7E2P3TLCUNZVZQ8ED,MX-5 Miata,Truck,2023,Mazda,4,68733,18252,Sold,21364.12
WZERGSR9UVMQFMK42,MX-5 Miata,Coupe,2019,Mazda,4,80021,12879,Sold,14738.21
S4PPBS7IZ2A7PI935,Golf,Minivan,2023,Volkswagen,4,55397,19650,Reserved,25302.39
LKXCX5BHU9W5I2NOZ,GT-R,Hatchback,2019,Nissan,2,37176,20358,Available,26500.19
X9P2YCJT3CKTBEN8M,Bronco,Hatchback,2018,Ford,2,19922,19732,Reserved,26591.36
X2ZRWIZXAAZS4WKQY,5 Series,Coupe,2022,BMW,3,118418,5198,Available,6254
B404P1CD2RBN61DPS,AMG GT,Hatchback,2015,Mercedes-Benz,4,8462,13890,Reserved,16570.83
L79CLJ00EXAPBO7MT,BRZ,Truck,2019,Subaru,2,88179,11731,Reserved,15181.13
F04I50X1FEQ1CKSBS,MX-5 Miata,Minivan,2016,Mazda,3,55626,9442,Sold,11190.67
PO2YHX4ANFTCWCXMW,E-Class,Coupe,2015,Mercedes-Benz,1,71104,8543,Sold,11385.16
T4EJCXUKMV99P8BSM,Passat,Sedan,2017,Volkswagen,1,82454,8024,Available,10548.38
YC0SJ7X45VNOBEKDI,Stinger,Minivan,2022,Kia,4,108259,8259,Sold,9970.67
ZQQUXOE45UASC17RH,Atlas,SUV,2018,Volkswagen,1,9866,26933,Reserved,34682.1
RXAXI0GE2RRTKTE0Y,Pilot,Truck,2020,Honda,1,31152,21378,Available,27548.45
HG8H584BRJZ9DLOC2,X5,SUV,2018,BMW,3,92941,10539,Available,11864.61
H7ZMVBTAWSK0M2N6O,Forte,SUV,2022,Kia,1,28277,22008,Reserved,29174.65
9M1Y097VK8AUF5ABI,Supra,Minivan,2024,Toyota,4,104524,7711,Reserved,9456.1
53G3D2LERAOVDWFW6,Supra,Hatchback,2016,Toyota,2,113210,5031,Reserved,6573.58
6GFE77VUC61DS49QI,Stinger,Hatchback,2023,Kia,4,90248,11934,Available,14082.27
1HZOLOQ3WORL23X6U,Accord,Truck,2023,Honda,2,46688,21686,Sold,28709.68
XM20DYCF17LSFBX4Q,Supra,Minivan,2019,Toyota,4,70455,11574,Available,13857.56
QO19BM5UXYUDP3S0R,Altima,Truck,2023,Nissan,3,35730,24255,Reserved,26746.22
RXAOGDBE2SQBYWCU1,Veloster,Coupe,2022,Hyundai,4,64111,16280,Available,21592.9
O99PT5RUUMIC17XBE,AMG GT,Hatchback,2015,Mercedes-Benz,3,12671,15164,Available,17026.47
53CNGG5UIO0IWSPWK,Outback,Sedan,2021,Subaru,3,58484,13829,Sold,16315.85
SQ1HTCRTVOACKJNPC,Mazda3,Sedan,2019,Mazda,3,60733,15617,Available,20887.98
Y6640X7PHTOS2EX2W,Model 3,Sedan,2019,Tesla,4,90247,9689,Available,12960.51
M0ZLHWG3V56QTKOCL,Supra,Hatchback,2015,Toyota,4,49127,12656,Sold,15735.96
JGAQP6WTD3XG0ZQEQ,C-Class,Sedan,2023,Mercedes-Benz,1,80482,16441,Available,20682.11
QXX9OWQFHEFHH6D70,Veloster,Coupe,2019,Hyundai,4,51450,19066,Available,23110.12
D93X6H3N1BDWAMC12,Gladiator,Coupe,2022,Jeep,3,36378,17757,Sold,20834.34
QXV218KOJKFYLT3BA,Gladiator,Coupe,2023,Jeep,4,9194,30285,Sold,35801.9
X1P53NAOWEZHXP9JU,Corvette,Truck,2021,Chevrolet,3,22408,18092,Available,22943
RP6CIOQ54ZSETBN5B,Rogue,SUV,2024,Nissan,3,41448,18660,Sold,24035.83
4VCPTK8ADWZFL30XS,Golf,Minivan,2022,Volkswagen,2,109190,7211,Sold,9359.12
7CSPJCYT7TLUVS93A,AMG GT,Truck,2020,Mercedes-Benz,3,98834,9821,Sold,12741.81
2FJ00ZS1GRRKECT5U,GLC,Coupe,2018,Mercedes-Benz,3,45531,18932,Reserved,21256.88
VLJDXC0HBZ1W8EWVZ,Malibu,Sedan,2021,Chevrolet,1,99012,9962,Reserved,12189.55
XNQRYX000LSBOZKO0,NSX,Hatchback,2018,Honda,3,97534,10254,Available,11426.95
VK6UW6VUZDCZNHPJA,R8,Truck,2024,Audi,1,39441,26326,Reserved,32575.32
63HXM9ORBC46JF215,Z4,Hatchback,2015,BMW,2,46740,11610,Reserved,14052.54
D4TN4XW2JDXZ84N1S,AMG GT,Minivan,2018,Mercedes-Benz,2,73896,15148,Reserved,20024.54
7JGQQQ75CEAHL6P3F,GLE,Sedan,2018,Mercedes-Benz,2,28816,16739,Available,19881.39
36C61W4H2G1BH4JQ6,MX-5 Miata,Coupe,2021,Mazda,1,112159,5421,Reserved,6121.76
JI2LT32HF4U3FRCWX,Supra,Minivan,2019,Toyota,2,117931,5000,Available,5678.74
WZ9XJ5OB2ZTPMKZ89,Model Y,Sedan,2022,Tesla,1,46979,18854,Available,24328.78
Z536FY3ZFIG4TGOWN,BRZ,Truck,2016,Subaru,2,48575,13561,Available,17013.01
8SK1JFMN62YBZCQ9O,AMG GT,Hatchback,2024,Mercedes-Benz,1,61762,20586,Reserved,23165.03
FAVZNI6T03FPKL1CO,Sportage,SUV,2024,Kia,4,15302,25666,Sold,28772.27
ATF0WCLCVTZIH6LVT,Bronco,Minivan,2017,Ford,2,38779,10416,Available,13282.92
T49DRI92SOBAL3PJO,AMG GT,Truck,2019,Mercedes-Benz,1,86551,11848,Sold,13248.32
1BEYNXS76YBHKHM59,CX-5,SUV,2022,Mazda,3,48321,14646,Sold,19119.84
IBIYATOERT954T9CN,Tiguan,SUV,2022,Volkswagen,4,88306,8491,Reserved,10839.28
IQMAE1FGNNHQEJDQD,Gladiator,Hatchback,2019,Jeep,4,78337,13109,Reserved,14686.5
KHNZFQX847JSQHZKL,AMG GT,Hatchback,2022,Mercedes-Benz,3,106083,6994,Reserved,7841.74
U3DH88G6ZU8HXJ6WY,MX-5 Miata,Truck,2024,Mazda,2,109751,7899,Available,10637.27
1YEQNKBTNCV03SSOT,K5,Sedan,2020,Kia,4,66197,14436,Reserved,17230.34
CXO5MFGHPO16FSLG1,Supra,Minivan,2022,Toyota,3,16036,26033,Reserved,31048.53
HUXWS1OAM7FKTLTOB,AMG GT,Minivan,2017,Mercedes-Benz,3,95646,5681,Available,7403.48
CXR33YWN638ID8E75,Corolla,Truck,2015,Toyota,2,60596,10593,Sold,14160.85
ATWUSYBJDJHSXT0IB,MX-5 Miata,Minivan,2021,Mazda,4,8177,23141,Reserved,31159.36
L8H7ZSLTM3AWYWDLK,CX-9,Sedan,2016,Mazda,4,91899,7141,Reserved,9200.07
PCP8H4CHNJFRMPMSX,Supra,Hatchback,2016,Toyota,3,94441,6454,Reserved,7706.49
SDKOVQ6UB97KUIHOH,Mazda6,SUV,2023,Mazda,2,101680,10189,Available,11420.6
H8T6W7XOH27DKY7ZR,MX-5 Miata,Hatchback,2018,Mazda,3,25907,21273,Reserved,27533.36
Z9VF3S4JQ37NUPYNU,Cybertruck,Minivan,2016,Tesla,2,79475,6785,Sold,8410.69
3GX1YG0IQ7LGE190M,Golf,Minivan,2021,Volkswagen,1,25603,18736,Reserved,22596.66
CVC42HV6TQZ4G7YMQ,Forte,Sedan,2018,Kia,1,16997,23193,Reserved,30767.57
SN7FD1DP58A6ODED3,X3,Coupe,2015,BMW,3,94309,7274,Reserved,8203.61
E6SVYBP3BENLAZPYK,Bronco,Hatchback,2015,Ford,3,23498,16677,Reserved,20398.58
LB2XQSCRTETY5U0S1,Gladiator,Truck,2018,Jeep,4,54992,14373,Reserved,15851.1
3NYZVI06J8ZN1IXSX,AMG GT,Hatchback,2023,Mercedes-Benz,4,108682,9893,Sold,12041.41
AAQ1PXKX6Q29C3GT9,Veloster,Minivan,2022,Hyundai,1,57193,16263,Available,18118.22
RHQSPUQTCME57C282,Camaro,Hatchback,2016,Chevrolet,3,82704,8242,Sold,9311.02
OL6AVM3RPMA20JEQO,BRZ,Coupe,2023,Subaru,2,58733,15759,Sold,17797.92
0AN3XAKQ7PE1HOLW0,A4,Sedan,2022,Audi,3,53728,13518,Available,17063.81
DDSCVMG9SFOWMZ8GV,Cybertruck,Truck,2019,Tesla,2,117729,5800,Reserved,7461.77
RGRO95V6709WF56GT,Supra,Minivan,2015,Toyota,3,53749,11869,Sold,14786.9
0OUJVBAM5F6GE775J,R8,Minivan,2019,Audi,2,101698,9126,Available,12233.8
HXAU1FFWGVEPD5CHW,C-Class,Coupe,2023,Mercedes-Benz,4,13782,28756,Available,34326.54
NWC6H2CJL914V1P27,Bronco,Hatchback,2018,Ford,4,6016,22241,Sold,26053.73
M114FIY3WFLDRIBAT,Gladiator,Truck,2022,Jeep,2,18846,18525,Available,24400.2
MDUD7BYB60N63MSF3,Pilot,Sedan,2015,Honda,4,109838,5000,Sold,5779.49
AD0Q5XVRRUVZQ6CKE,Sportage,Sedan,2018,Kia,2,65413,12894,Reserved,17288.35
MACIDVL2UIM60OSVZ,MX-5 Miata,Coupe,2023,Mazda,3,110280,6462,Sold,7127.84
UZ3FC76QXB0X3NFMR,GLC,Sedan,2022,Mercedes-Benz,2,30652,20258,Reserved,27195.75
YNCUCQGGSRPO4EXBF,Camry,Sedan,2015,Toyota,1,106881,5632,Reserved,6255.97
KXT06NMYO6RWBQ85P,R8,Coupe,2016,Audi,4,104302,5429,Available,7181.4
ZQD0XBINKR6BPX0NQ,Camaro,Hatchback,2022,Chevrolet,1,60579,12680,Sold,15620.81
9HAQ241KGF2WBC6J5,GT-R,Coupe,2016,Nissan,2,44077,10221,Available,13780.37
NLNATH50WGVHEK0X8,K5,Sedan,2015,Kia,1,50981,10730,Available,12000.96
NC1RKXB82Y6E4EB32,AMG GT,Hatchback,2017,Mercedes-Benz,4,8895,17743,Available,21974.06
TDSGK6DN63C5471CE,Cybertruck,Hatchback,2021,Tesla,2,71968,12518,Reserved,16803.23
B4W5Y69IOZNTO74BQ,C-Class,Sedan,2015,Mercedes-Benz,4,114144,5000,Available,6153.87
29MKGSN81NJ68LWLH,X5,Sedan,2015,BMW,1,53274,9627,Reserved,12104.51
T7EMUSJ2PQ1S3JKU6,GT-R,Hatchback,2015,Nissan,3,100804,5000,Available,6369.69
I5F9KJZP3FW272LYM,Golf,Coupe,2020,Volkswagen,3,31745,20516,Reserved,24898.94
FUJ5P60BFT948C9DP,BRZ,Coupe,2023,Subaru,4,16778,27804,Reserved,34946.56
CVL2X0LTFTE5TFE6J,Atlas,Sedan,2021,Volkswagen,2,89637,11937,Available,14874.44
SJE8MTL2Y73VPFNF9,Explorer,Sedan,2019,Ford,1,55336,14869,Sold,19705.73
M88XJZ1Q9HZDXOICL,Outback,Sedan,2020,Subaru,3,101123,9089,Reserved,10101.17
JEG87CYC1EWTEJYV6,3 Series,Coupe,2020,BMW,4,84585,10818,Available,12659.66
VYC5LNMEHFR2NMETR,R8,Hatchback,2018,Audi,2,108545,5584,Sold,7469.17
MNUHGCO8J07LFU61X,MX-5 Miata,Truck,2018,Mazda,4,97985,10332,Available,13664.75
NNU5QP26FXYFWCHOT,Z4,Hatchback,2016,BMW,3,103493,6079,Sold,7379.38
TTXRPVGI4J8Z5MFWW,Gladiator,Hatchback,2015,Jeep,4,34999,11641,Reserved,14609.84
09C7GN66WL3JVZT90,Rogue,Sedan,2022,Nissan,2,39426,19464,Available,22760.14
VTNFY69FNBLB1Y3BY,R8,Coupe,2024,Audi,3,88044,14840,Reserved,17021.93
N1D1RZ4SW6QYA7JZ6,Cherokee,SUV,2015,Jeep,3,39210,12788,Sold,15549.24
5JLJND4KDJVCVEXOQ,Altima,Sedan,2023,Nissan,2,56455,15474,Available,18388.34
HL8RFOQ1YWUNV6V1Q,Golf,Minivan,2020,Volkswagen,2,82158,13487,Sold,16803.64
2PWZ6AF1D79SCZWJ5,GLC,Coupe,2015,Mercedes-Benz,4,80648,9280,Sold,10388.34
AGWAK4D5XNMCEE9WB,CR-V,SUV,2015,Honda,2,48498,13924,Reserved,18708.27
VHIUM1NAJW0MDGPZ1,Veloster,Truck,2020,Hyundai,2,83717,9347,Reserved,12586.23
OE9FIKKAN5R698OQ9,Gladiator,Coupe,2016,Jeep,2,46215,12091,Available,15410.47
PHNC7MZ3VKSDAC165,GT-R,Minivan,2021,Nissan,2,16818,25287,Sold,31204.77
337WDLYF73YN2SMB4,C-Class,Coupe,2024,Mercedes-Benz,4,63000,16519,Sold,19449.17
UW6SW5NFZB3V1GP54,Grand Cherokee,SUV,2020,Jeep,1,89169,11321,Sold,14756.34
FZ08CMR4JU6LPQ1TG,Camry,Truck,2015,Toyota,3,106271,5770,Sold,7334.72
1OZNM8NGX7AIBIDF9,X5,Coupe,2021,BMW,4,28736,23845,Available,27198.9
VM2FGTVJOOL6YGLLE,Gladiator,Minivan,2018,Jeep,2,111010,5871,Reserved,7795.11
ESNNXPBUW7MDWXZ03,Veloster,Truck,2024,Hyundai,2,5612,31098,Available,40602.62
ZTG18C1SR8LG5ZW39,NSX,Hatchback,2015,Honda,3,59147,8952,Sold,11972.85
MKFXPD6M85I4UV4J2,Rogue,Sedan,2021,Nissan,2,39708,21960,Reserved,28140.2
X9ESBLV7YDDK2ECRM,Civic,SUV,2024,Honda,3,93384,11932,Available,14955.02
YLBTU8ZZCRS3UZ7YU,GT-R,Coupe,2024,Nissan,3,43598,20608,Reserved,24823.59
7L44E0TIMUMUVMF14,Forte,Sedan,2021,Kia,4,111009,5363,Available,7149.86
DZEEN0WZMHLBMJY47,Supra,Hatchback,2018,Toyota,2,10156,18827,Available,24786.05
Y0F07CJL3ODF7CW1X,R8,Coupe,2022,Audi,4,67598,12444,Reserved,13829.08
RUU6YC1D7PQ2JNX2F,NSX,Hatchback,2021,Honda,2,16720,24752,Available,27390.36
KCXVSOSYYILFGWXNM,Veloster,Hatchback,2020,Hyundai,2,107570,6543,Available,7813.1
O9ZYK2QWL2LMNVEK0,R8,Truck,2016,Audi,4,102522,5000,Sold,6513.19
3IB0A4G7YLO6OSMD8,Gladiator,Minivan,2023,Jeep,1,84421,12843,Reserved,17297.2
EUONQL6V3M2C47GOT,Malibu,Truck,2020,Chevrolet,3,87081,9266,Sold,10541.04
788J6HXDFLLOJ24WD,Gladiator,Hatchback,2019,Jeep,2,82342,11311,Available,14122.15
AUAPNCHJDVSZNWXYR,CR-V,SUV,2022,Honda,4,37314,16634,Reserved,19881.33
ONJ80BT2RAHJCOX5W,Model 3,SUV,2015,Tesla,1,52978,11683,Available,15684.18
W2N3ZWME9FZ3F4XKU,Veloster,Truck,2016,Hyundai,1,20897,13642,Sold,17878.25
MQ7RDDZE84R6HDJLR,Z4,Minivan,2024,BMW,1,83162,12474,Sold,16335.73
D5TC7J12NCPV2VF02,Santa Fe,Sedan,2022,Hyundai,4,94157,8520,Available,10370.32
K7JFADFPPQG87Y2C3,AMG GT,Minivan,2021,Mercedes-Benz,3,21785,24026,Reserved,28920.21
175VBSVHRE82NZD0X,GT-R,Minivan,2015,Nissan,2,111979,5000,Available,5841.76
LBYTTQI0BA94W00SJ,Mazda6,Sedan,2024,Mazda,4,47950,16595,Available,18488.39
3XQNXS91VKX5W53PR,Corolla,Sedan,2015,Toyota,1,105248,5537,Sold,7287.69
069IT87ANDR4DYXK3,MX-5 Miata,Coupe,2020,Mazda,4,94573,10666,Sold,13900.2
