Sale ID,Date,Customer ID,Employee ID,VIN #,Sold Price
394,2025-06-14,1749,42,Y96E8MS0NAR9KANOW,30915.87
395,2025-07-03,874,29,G3SKEBJQ6EZGP4QOX,9047.14
396,2026-03-19,158,51,0IR5ZQ6NR4NGPSUC4,11701.44
397,2025-01-17,794,199,QRU0W4AGV0NX8V3RS,12195.87
398,2025-04-15,1583,97,EYJL298THTYQGG32P,18762.36
399,2025-05-09,697,175,BN93WRIJ7WZ10ZC7H,10405.87
400,2025-05-12,1462,114,PZXY0S7CI0X6MI8TF,21430.29
401,2025-03-15,208,43,1ASB50P70YOKSP7QR,5318.92
402,2025-11-20,1153,7,Z4HEJFYHDDXZXLYEA,27040.87
403,2026-02-25,1432,111,F4CYY8YSZPL4TP2VA,7124.24
404,2026-01-05,755,163,J2VBEB16KMYUHMNZD,13536.12
405,2025-02-01,572,112,QC9PCLE8VF65I3X65,12618.35
406,2025-02-18,134,23,OZKB90GTKITQFJ24A,16669.32
407,2025-07-17,973,103,CQBY1O39LZQHFJ44N,13173.85
408,2026-04-08,282,31,GA96K5FVS1ZABQYW6,7502.73
409,2025-04-20,1362,51,VJXTIWKMN4U1F81DZ,29109.46
410,2025-10-21,765,143,6M9I7A80BADNDVS6E,20135.19
411,2026-02-23,1345,48,V7P8SKJWO23PDXPMJ,9548.44
412,2025-10-28,82,60,JGAQP6WTD3XG0ZQEQ,19861.38
413,2025-03-24,1530,180,NKK8MV62Q837LV1T8,28337.69
414,2025-02-14,1045,4,XTG1PMCLF6E2IR3LJ,7713.25
415,2025-11-10,1087,3,SJO4L2A6WNHJ7THOC,10432.17
416,2025-03-26,655,63,2RXUIT9Q0327MN1LK,8396.92
417,2025-04-21,1360,122,S7RB70P0F8CNV1BQB,16938.89
418,2025-03-06,354,100,VE6LBJSZFJURT1KPP,5569.59
419,2025-10-19,1759,19,HAAHUFPF2BIO474F9,32162.9
420,2025-10-03,298,195,DPAWAX25KWZFUU526,24759.62
421,2025-02-21,1160,43,1OZNM8NGX7AIBIDF9,27032.6
422,2025-08-14,1720,161,EG27B8Z65178PPQNC,22543.92
423,2026-03-14,538,105,U1A33N32INKF8S0HW,10084.95
424,2026-04-05,657,200,JQS47DKH6IVM9P7ZO,14563.04
425,2025-12-24,1488,96,1D84PL4L4OSXJSZJ2,26838.01
426,2026-04-03,461,192,YMQ57AMU8J729LKSA,6283.28
427,2025-11-25,1945,131,OI7FXZWPLJ27TPBL1,23049.46
428,2026-04-06,1548,163,H0E2EC99YGCDMPLEQ,7526.16
429,2025-10-08,590,128,NATQTWRR2I8W7TF1K,6465.69
430,2025-11-18,64,107,KIAABKUWKIZVXGMNT,24052.98
431,2026-01-10,1827,199,H2DCSZVD4DCD6AL8D,14386.48
432,2025-07-23,569,101,FEKTKNSP54WD8CYQU,17394.69
433,2026-03-04,1879,88,4F39XF68EWBF2RIIC,14500.87
434,2025-07-01,1883,79,B0Z3BM21433OH8ONK,14880.6
435,2025-10-03,999,99,XAULXAQBC20A734DS,16949.5
436,2026-01-02,1208,178,CYDHGKN7F429YGBR9,24192.11
437,2025-11-20,1228,170,RMZX3R6SL1B6ULEVH,8915.35
438,2025-03-02,1417,126,3Z6LK3RC6WP0510IY,20941.56
439,2025-10-06,1263,162,X2CD6HCCO1TMOJJVS,12183.93
440,2025-06-01,1914,70,V5U687EU4UEO1LVL5,12937.2
441,2025-10-04,467,81,IF770RP88T3OQXHGG,37839.88
442,2025-05-17,1160,49,DW203CL0X3MMUTA6X,12333.85
443,2025-04-23,1692,86,TVAPRCAHTG4ZHP36C,6574.48
444,2025-06-06,541,154,2F3DJ0UF1MXYSP8AG,22812.07
445,2025-04-21,1574,157,0E9J2XHDXDCAUWL9Z,10635.91
446,2026-03-01,1577,177,2JRS5Q1984MUAZTSA,5822.26
447,2026-01-01,741,183,J4F8AOYSSKTU72NF2,18225.42
448,2025-09-08,1192,134,MNHMO0IMU39IRRSEX,8858.87
449,2026-01-20,1795,75,RBF1ILVWQY4RNFU4V,6933.53
450,2025-11-17,1618,163,LN90FI8RVVIJIMAAN,23942.74
451,2025-12-12,1659,128,UW6SW5NFZB3V1GP54,14423.06
452,2026-01-17,555,146,K7BD306S4CM46K63H,19300.26
453,2025-03-30,522,156,PMU8PYCN439P1AUMN,37441.32
454,2025-07-26,1666,141,0QY83I5Q6DPEGC4NR,32335.28
455,2025-04-21,1663,66,KDWIWW0C32G9NFLMC,10155.19
456,2025-10-23,1196,71,BPGLVBN21Q49Y7QDC,23246.66
457,2025-05-31,105,110,4FJREBSOLNTOBKOHW,12219.48
458,2025-11-15,222,122,Q1TOGOSZUVI1K0HIV,15085.52
459,2025-03-17,287,47,DMV8BM7D8ZSI179YR,12458.22
460,2026-03-01,112,11,2TKP7YHERU10QL06W,19124.16
461,2025-03-11,1124,138,9WSELW1S0SOQFKNQ2,23032.24
462,2025-03-05,1896,191,065OZUW4DN31D12SA,7198.72
463,2025-12-19,1161,16,JI5YJYHQ8549VLAAE,18199.34
464,2025-11-30,1474,71,4P9U78EVLT9FDV3WP,12031.13
465,2025-05-13,452,159,ZTNFDYPAKL6OWM8PN,12263.76
466,2025-05-31,1901,142,UVT6P2TEG1AHEJPKK,22984.81
467,2025-04-02,48,142,IH2YGVRFPLUCQWP9W,15199.07
468,2025-05-07,352,99,D93X6H3N1BDWAMC12,20582.66
469,2025-01-23,1955,42,SQ5VJLOH6ZUX7C89K,22055.35
470,2025-06-02,1658,125,C55KUH25XMDXBJQRE,8251.36
471,2026-03-23,833,57,V110RYQV5QY62BD0H,18887.1
472,2025-04-13,1880,57,CJBL9K6SAHWCBU1UR,8355.4
473,2025-05-17,1375,79,56578I5X875FM6GC5,27036.99
474,2026-03-25,792,115,1BEYNXS76YBHKHM59,18474.6
475,2026-03-24,168,105,9KWZJT0JY62N558Z0,21518.04
476,2025-04-01,1514,99,763NOWMFWGB9S2047,8313.54
477,2025-07-28,48,139,075WSVEZSEBAM5PP9,19256.77
478,2025-12-25,1007,112,MZ01CKY95Z3MZZ3SD,28752.51
479,2025-07-09,660,6,MV7W4TC4V9KBWQLDK,14422.33
480,2025-08-01,1717,114,O8KRBOQDBENGSYNJK,6516.43
481,2025-03-29,1441,20,WSP5EFIPLHMKVD7JL,14845.29
482,2025-12-30,774,44,FZ2983MT8IXST1PSO,9885.87
483,2025-05-06,644,91,CK4CT27MZJH59MU3T,8518.98
484,2026-01-16,596,60,NZ5NKC6SDEOI320KH,10847.59
485,2025-09-12,1968,7,OT8UDGZEHWHGXQ8WV,12982.7
486,2025-05-19,1322,179,KHL93XMBACCE2PAU8,16545.42
487,2026-02-28,45,100,C0ZZV670W301OAWO7,6109.13
488,2025-07-29,42,126,0Y1UUHBGO3Q9VCDHH,18253.92
489,2025-08-20,184,112,ONJ80BT2RAHJCOX5W,15282.29
490,2025-06-01,751,67,67V7LZ0YD16RNSMEY,11154.98
491,2026-03-28,1200,166,XES2LFGBPKHIO2O98,15889.58
492,2026-03-24,75,98,SC8V72YUC9T9UWEZL,16211.23
493,2025-05-12,185,182,9P99VQ4BTK7KIUH9R,16597.85
494,2025-11-26,1425,142,3XXTT8F2D6FX6SPUW,26296.85
495,2025-10-10,1909,66,TX0MXF3H8K08S1232,21242.38
496,2025-03-28,1759,112,R7AC8NT1PKF42TVNZ,25164.89
497,2025-04-20,470,105,G1VAYK9Q1Y7TVSCVE,18942.09
498,2025-02-18,475,24,5DPT1S83IT3O0RGMN,27350.21
499,2025-12-16,1604,190,NZTPHQ1C10EGHYIJS,28803.63
500,2025-09-12,1930,109,DQ3PMJ42S1XZSQ5OL,22170.78
501,2025-01-23,1655,51,FS4KLMCF594VA2A0K,6313.8
502,2025-02-18,1583,26,VR2HJCLZLQXQRTHZQ,33930.39
503,2025-04-16,1094,32,OAN1426GHJHQ0N3OM,21500.54
504,2026-02-08,756,186,8KVW7WXXZ2YV05IC2,14404.5
505,2025-04-20,504,3,88FKIRXIQA0SSK0O5,15992.18
506,2026-02-11,558,132,M7AJ7XI8L80ZH76JB,35853.41
507,2025-09-30,1833,15,HRL3PAYTDLWAV2NU4,26694.21
508,2025-09-12,320,34,UFVC3K8WQKFMPFK0N,5645.63
509,2025-07-22,1176,72,0AC6NQY8SRD2XQIEC,18032.71
510,2025-04-14,1455,29,UHEKQO3364Q6KNVQC,13762.65
511,2025-12-08,1242,194,CM7O6N5Y7LVLJBP2O,7778
512,2025-07-27,279,1,OOBGSIMINQZZ4NZYU,19855.61
513,2026-02-28,1004,174,5SGL9UK3P99RQ39LV,14424.24
514,2025-08-09,1821,135,9FRFIXJQX0ACNNIIQ,8780.9
515,2025-10-08,725,156,U3TNP00RS2JC741KZ,22020.22
516,2026-02-02,830,193,Y0F07CJL3ODF7CW1X,13644.36
517,2025-08-11,342,129,GGGY9WMMX7MSJOHUX,15721.57
518,2026-03-03,75,53,WDDEHFHLJ5P1GTRCV,21833.01
519,2025-07-22,1725,77,JMXJRSVJSUH301PMO,16155.66
520,2025-08-14,784,97,012O0GYYQEFBL6W26,15257.41
521,2025-06-25,998,51,RGHH8ZQPL2CCMAUNS,11201.36
522,2025-08-25,1588,164,ZDMHS95JXDKUHYST6,20766.47
523,2025-11-13,1619,195,YA0BBM37H051VVP4E,15063.49
524,2026-02-25,619,102,OE9FIKKAN5R698OQ9,14793.47
525,2025-05-11,1851,113,O9ZYK2QWL2LMNVEK0,6409.46
526,2025-09-10,1460,120,FFL484HGV0GO9HGAR,15345.79
527,2025-09-09,268,107,4DLOM0G3GO6611JJP,10297.41
528,2025-03-30,1838,164,0VGMHSASHD1M1PQK4,15232.35
529,2025-07-25,109,90,ZD5LJ8YCLYIJA8GAL,6968.02
530,2025-12-15,1787,111,NLXM0UC5IWAMMABUW,31258.64
531,2026-03-11,1050,142,W8FCQJG0AP4EXU8WQ,18329.57
532,2026-04-04,1736,123,R42S7GB7RB7DFBBK8,5803.73
533,2025-04-24,636,130,2X0TLVURQVXDU8G0G,17856.21
534,2025-03-07,299,191,JPES0FM9YHI8EIN2F,33516.31
535,2025-02-14,51,131,8QQZYJMHIOCZQ8ZHA,8799.94
536,2025-09-01,827,86,RDGXG2H9CY90ZBZ9E,10628.7
537,2025-11-29,669,73,YK367D3FWPH662C79,19003.25
538,2025-11-10,253,113,CTUUD6JEP4IDMT16M,36338.57
539,2026-02-09,1053,10,E0I0E3E7RI9A1AF77,27111.46
540,2026-01-23,1534,145,SQ6XB0KWD369ZMEDJ,8544.72
541,2025-04-03,1911,97,AS69SPVTS4P28ULGQ,10920.82
542,2025-08-28,1499,185,5J04IZ32RKRUSJM3N,8685.54
543,2025-03-28,1561,51,0S9QEZQVVNYDE7UJL,23111.11
544,2025-06-05,808,57,SYA6S882STEIKO7ZP,14836.73
545,2025-01-21,1953,35,RX6WLU6P2NRVSLM6M,6121.78
546,2025-08-16,1638,39,U1XCGPDCCSID1TPRF,16871.1
547,2025-05-25,1877,54,2T1BURHE5JC123456,23453.78
548,2025-04-08,1759,10,5Y2KIUH1SXEJ9TL8Q,17619.83
549,2026-02-21,136,57,Z355ST7CJNFUR2LCL,12119.09
550,2025-04-09,1895,173,5AC1FBQAI8HT6G208,7135.38
551,2025-12-23,942,88,CNHIR22CQ5UPUYNEB,19326.43
552,2025-07-24,1743,121,AAKEILJOL6Z0SXJ9Z,32674.82
553,2025-11-06,1144,141,J83HETZCHX49G90YU,13174.91
554,2026-01-29,678,162,MIPRDXVNL2CFJVJQG,11577.81
555,2025-12-30,1711,184,HDZB5V9M5RK1LZTCE,30053.15
556,2025-06-06,1652,153,OEX0JWSHCFNK6OJQ4,15674.76
557,2025-05-10,1669,6,MBJC6Q0JSSD4R3WPD,10806.73
558,2025-07-02,1925,131,YJE9RTJOOWWZ6RLLY,24182.94
559,2026-01-20,829,14,57UYPIEFAN2LCWEAO,17502.34
560,2026-03-01,1768,66,KK84XB701PO1A7F7P,22737.68
561,2025-10-26,458,57,VYR5RGFQCX3SCPF3E,17594.22
562,2025-04-03,1897,26,5LBUNJVQ71B5VVSTQ,35681.59
563,2025-07-19,846,191,LNQUTSBKS765C892X,9637.37
564,2025-07-03,613,21,HL8RFOQ1YWUNV6V1Q,16154.54
565,2025-09-18,1943,170,ND0OSB5ULFDOIODIA,19980.43
566,2025-02-13,893,104,G4SBRHN9EJVGK74WA,13224.6
567,2025-08-15,970,8,28V6TNUT4VHZRVJJV,17991.82
568,2025-03-16,631,61,U2EPHI8EPW1GOQ0PF,13222.72
569,2025-08-05,1206,55,K3T6X8F18PPFZ8QKQ,15070.93
570,2025-05-15,587,63,KEGR0BO7CV91SIWWV,13410.7
571,2025-07-06,327,154,OYFP6YODJ5EW2OCJX,11123.57
572,2026-03-27,170,26,3NVKGAS0KVDPOAU1S,14753.26
573,2026-01-27,18,39,T0TG90EEUBZXUP8SX,8750.79
574,2025-03-03,1914,179,U9SE1JZBVM6ILCUES,18993.09
575,2025-02-10,5,121,INYP7DWC7TBHRKWZG,19571.8
576,2026-03-22,752,174,M29GJ45Z9KMZ86J0X,30065.12
577,2026-01-08,732,171,FZC8NZ78FY7CWBFU0,9476
578,2025-06-22,677,26,W5CEILQTXDA6F7UFW,24534.4
579,2025-02-26,81,158,8C6A4Q4K7RYZ6FO7K,6393.08
580,2026-02-23,349,101,IPA0N1Y8FZ45OOPOR,12501.28
581,2025-03-11,548,152,QSZIBYE1JWTS8OS42,32943.95
582,2025-10-11,147,157,IV240OCIBV98R2Z00,9356.94
583,2025-11-21,1746,67,W0J9PSDODLSNYJ31L,21080.26
584,2025-10-05,197,128,AAQ1PXKX6Q29C3GT9,18086.19
585,2025-01-31,806,87,TUWM7PHTZYBRGW4LZ,11759.69
586,2026-03-05,927,92,498N480Z9FGPWC4FK,7261.09
587,2025-12-15,1446,103,9ATT08989OA0INF2D,20685.93
588,2026-03-24,634,171,WZ9XJ5OB2ZTPMKZ89,23522.22
589,2025-04-01,1441,40,2AUFN7ZUD7T61Z4DT,8913.84
590,2025-11-11,1793,31,8DKA98KYVCINZ4EUI,6548.66
591,2025-09-01,259,39,Z4LVYIAF3YOHSH1Z7,19599.91
592,2026-02-13,682,177,V7PDBNII5DBYAOL49,17874.13
593,2026-01-17,987,112,4CICA5OZWDL65SQ86,16605.76
594,2025-12-24,1131,187,817DVOHUNHQIEVAG0,24834.92
595,2025-05-02,1835,122,P1HR0HX2MUQQVFNN5,13176.66
596,2025-04-05,801,50,A30ZCDNQY2FNL4AHA,16596.47
597,2025-01-31,1723,65,FTMR1N3PBFGDO8WRT,19362.38
598,2025-09-26,950,169,YVFSCUKIDZ5Z7DLFN,29616.23
599,2026-01-13,1767,83,E8JG6O675QFOVXWX4,12788.03
600,2025-07-01,1527,182,5S7IFK3M3KUHXZZ48,9945.33
601,2026-02-03,1161,180,SPPS1GC8XPVFHE7ZC,18880.81
602,2026-02-20,337,65,RCPBTQISSOLRLSEUF,16988.78
603,2026-04-08,686,38,KBMYVFRGDV0NU7LVF,25472.54
604,2025-10-04,1237,127,1HC7CYYWG3V068B7T,7434.47
605,2025-04-28,1477,47,3V6LIDULP2I2DILWK,32177.58
606,2025-12-04,739,183,IQJK8SG7DUGDGS13X,25263.33
607,2025-07-24,691,1,OSJ7N2QLYJXYQBIDW,11983.67
608,2026-03-13,1986,129,M0ZLHWG3V56QTKOCL,15181.65
609,2025-07-04,1394,169,CFFV4D01TX9MOP0U1,15281.14
610,2025-09-30,561,136,IUQHRIY3452V438HV,12064.57
611,2025-11-24,1898,157,9M1Y097VK8AUF5ABI,9271.19
612,2026-01-24,1639,11,SDZ6PJD1UBLC6VYAG,9443.86
613,2025-11-13,1121,75,2IO9EP991ETD3SREK,15231.72
614,2025-09-05,92,73,JV6X7RC4VMQ1MONP4,20461.66
615,2025-11-12,1285,17,0R6356TSI3FJ1U3D4,33699.64
616,2025-08-16,1903,119,QAG42UU5VQ6PQRP3L,19083.85
617,2025-11-03,473,81,Q4A0EXKKN1DAGN58O,22490.81
618,2025-09-02,543,77,ZEZLPM6MFCHNJEGWU,7654.98
619,2026-03-09,470,172,8NWPO0N8Y2YK0YJNB,10686.32
620,2025-05-30,9,136,AD0Q5XVRRUVZQ6CKE,16473
621,2026-03-11,921,62,1FTEW1EP5JKE56789,24559.46
622,2025-02-22,1644,71,HIY62EMZ4ET91OII9,6893.23
623,2025-10-21,1925,107,2Z4JZ3AZGMIMNW0T2,8324.18
624,2026-01-25,1628,197,RXF71L4N8LW1I1XZA,29923.96
625,2026-02-12,1230,170,SCTRZK74A8FH5FMF6,13871.28
626,2025-05-04,1094,170,07IBI8DVG6CM5L0W2,28726.47
627,2025-05-15,1896,100,2OCOOSA8MJC6WTEXW,24526.71
628,2025-04-15,1117,168,53CNGG5UIO0IWSPWK,15516.29
629,2025-08-22,164,85,8B0122Y2FH248Y1GA,20807.07
630,2025-09-17,43,26,CQNMKPAREX8Q8NY1W,19323.85
631,2026-01-24,529,44,ZR1BXK4W5SIH1WUNL,28652.37
632,2025-05-26,852,42,0SZU4JRUWK7SVA0V1,25717.95
633,2026-01-23,336,93,HEIKJK673KF0ACVZB,21715.89
634,2025-06-11,634,139,1HBKOPASX4A8IQR05,12292.65
635,2025-02-19,157,40,PTE2SOK03KI0FVRCP,14630.55
636,2025-01-16,1953,62,HNWFMH2E93KUVUU79,20212.53
637,2026-02-07,1935,70,6KPH0D126WTEBD11A,26696.32
638,2026-02-10,925,87,O4UQ1T4J8E2LG2OKR,29789.51
639,2026-02-18,1095,120,643EQPAOVKDXK32L3,8521.12
640,2025-11-25,570,22,AL5J93YZY81GVCUJK,21794.18
641,2025-07-14,362,100,8QVL53YXDN148AORL,12717.67
642,2025-05-23,1486,5,7MYB5ARDGY7IS2TZP,25345.56
643,2026-03-02,1986,197,NYNT184JW7FVF4UTA,10370.82
644,2025-04-08,299,88,8S926EQ9ZF1MCFGC7,19142.65
645,2026-01-03,1096,50,DMYKLJP2RXZ1UGWBU,13822.54
646,2025-07-13,62,88,P679PWBLXJLBGAJH0,8646.53
647,2026-02-06,886,27,FP4HTCGGAU6JWF1ZE,26149.09
648,2025-08-09,435,43,MAAG4OVMQKI6UW277,11382.99
649,2026-02-01,1429,18,9KTLWH9SJK0UJJ1A0,23506.9
650,2025-12-17,1913,200,296GW7MDT0RV4V26N,18862.24
651,2025-09-06,794,83,T89UVNEHWMMS0RYGY,20715.14
652,2025-02-05,75,116,HK85XQ3WCAL1FZPD7,21673.19
653,2025-12-21,1913,96,CD4VANWMH2EZTGC2M,6170.7
654,2026-02-02,1716,2,UTNU4B5CS935O342G,13461.52
655,2025-09-09,175,35,UPH1HFT308342JAXT,9901.14
656,2025-10-08,1150,197,192UHV9JI5H95ST1D,13969.75
657,2025-09-14,1013,142,ECBI327XDU1N5AL32,17235.3
658,2025-07-08,246,160,JRU3K744CVP0A07JF,19058.45
659,2026-03-18,1307,82,PWJYLCHJX6UVQEK2A,19438.26
660,2025-08-20,601,10,FN6NKC81OS3PEKRST,12304.91
661,2025-06-17,1362,36,3GO82JSOZ94EJVKLJ,27678.1
662,2025-07-28,314,72,PEAPEFD2F8TVAWBG1,15619.18
663,2025-02-22,1998,136,TKXEK1XSD2PL6IMR4,10779.24
664,2025-06-21,1513,77,BC53ZNZ0YLMTAL4IK,12365.58
665,2025-06-09,672,48,6CDRAQEMJM3CU5GCZ,14169.12
666,2025-03-26,1908,135,6DX5SUTQFKOGB1QJ2,19163.22
667,2025-07-19,233,25,Y7UXC32WB1SPVY1PO,23974.35
668,2025-07-04,652,32,5WKCAA38HBCOO1NUW,19113.48
669,2026-02-28,162,60,ZL3BTLVIBHU7TU8XI,35079.21
670,2026-03-21,1558,141,ENBF32SH1S8RY0443,19278.99
671,2025-02-24,1663,183,PAB4AG6MRS6ZJ534R,22517.75
672,2026-04-05,1415,140,UUL6P7KKLM7R87GLO,13668.15
673,2025-12-17,610,26,WAPAI1CSPIMHDYZZR,6156.93
674,2025-02-04,639,108,BEHZ6YHT6LBVL9E9W,10419.5
675,2026-01-29,107,36,TA6KYJV4ZN63F5YHJ,11114.84
676,2025-11-12,9,28,PJFI532AXRV8QW5JI,25202.84
677,2026-03-05,740,104,XKG512EB97H1RN9GT,25823.41
678,2025-10-29,1834,64,9U64RCOA0C2PYZYAE,6916.54
679,2025-04-19,1329,146,82JTQBU74T3LT73JZ,8510.1
680,2025-12-03,1664,5,TE11M7HIC7IK1DH78,9429.88
681,2026-01-12,260,44,70GGO21CVO0LH90L5,21714.14
682,2025-10-02,489,105,3C4PDCAB8LT112233,23154.66
683,2026-04-08,560,148,41DSAY59UZHIORT30,28918.4
684,2026-03-22,385,127,78JGEUZGW5TNYWD1N,7533.92
685,2025-08-23,433,157,7OF8X3UDX45TWDBAG,9563.82
686,2026-03-13,1081,75,N2TE6058KFSB4W539,14014.43
687,2025-11-13,843,149,DJN7BPXG6X9GF4115,18072.73
688,2025-11-26,1754,32,P7PFB8K5BOPQOTCC6,16344.81
689,2025-11-20,1020,1,4I8IPJ5MRGGWK64HF,5948.12
690,2025-04-22,1530,65,MYQ0LNP4DMW8AF46R,9912.92
691,2025-04-19,1668,165,Y0EHJOR9EMAUZ2UE5,27391.68
692,2025-12-24,510,34,YNCUCQGGSRPO4EXBF,6380.28
693,2026-01-31,96,188,ATWUSYBJDJHSXT0IB,30204.59
694,2025-03-13,1177,1,2NO86ERREUPNDN4QD,28016.61
695,2025-03-12,1700,179,JQA106K6YJSG0H6H0,6258.13
696,2025-07-08,423,115,TROB9WEV82K17HKSF,18594.79
697,2025-03-19,1780,95,C08LO17847KWKF5MY,25577.01
698,2025-07-27,1351,133,5SHGFYA8RDBURDEJA,12526.95
699,2025-04-28,1757,163,VLJDXC0HBZ1W8EWVZ,11912.17
700,2025-04-21,1782,171,6ZDOK9SECP16RHZHX,15129.34
701,2025-09-22,1002,71,Q9O8TUELU3ZSJ4UAK,14564.63
702,2025-02-15,1601,16,R8HIK84RBVCTJVW8P,27021.23
703,2025-06-12,418,106,731AJLFTMPCH0DBEI,12437.18
704,2025-03-28,581,72,H8HRF9XRSIB1DRMR1,10459.59
705,2025-09-14,1610,196,M4VWI3PW707HL4LNA,12093.99
706,2025-06-19,1320,58,SQ1HTCRTVOACKJNPC,20850.18
707,2025-06-05,1720,123,63NXULOD7ZB3XL8DI,9479.55
708,2025-09-17,452,113,KJXOR26R47Y8M6MDH,22435.55
709,2026-02-18,481,166,Q78QS08RH9X3K01X1,19155.46
710,2025-10-24,1044,165,M8WHWBR5CAM9NV7WZ,6473.75
711,2026-01-19,760,134,AUAPNCHJDVSZNWXYR,19847.4
712,2025-06-03,1766,169,P72R99VREOHTQ5Z5J,13501.42
713,2026-02-01,827,6,R4FTZ9ZYSQSHI7K8R,27643.24
714,2025-03-10,495,73,CGJ2M0UED3ENPD7MP,7903.98
715,2025-12-23,1908,143,JS3B6WUTFFHIQHL87,14793.62
716,2026-02-28,1894,136,V7G8BO59E978ENGO0,13999.8
717,2025-09-26,1083,1,331MGVA4E2Y0KA5MB,27529.04
718,2026-02-12,1413,198,F20292CGBI3LNGAZK,15293.79
719,2025-07-08,3,124,T4EJCXUKMV99P8BSM,10159.31
720,2026-01-25,628,185,GTL3RW2TGB8K3IWKZ,5907.51
721,2026-01-06,1648,70,RXAOGDBE2SQBYWCU1,21463.76
722,2025-12-23,1725,155,P34GV4DX7BJF9RVPF,19916.89
723,2025-07-28,967,160,H7ZMVBTAWSK0M2N6O,29534.02
724,2025-06-30,94,87,8PM8H9ATYEVP9J1CL,9100.06
725,2025-05-18,1091,86,HEQK4AO8C8YSUWSZ3,7144.49
726,2025-10-29,34,177,WPR3QAFA1I6CXLCQX,18617.13
727,2025-03-26,474,106,NARM5XPFWYSVCVHLG,22955.1
728,2025-09-11,845,137,G4QRIYH6BPBFJVN0R,6393.7
729,2025-12-29,1999,141,8VMB8CDYLP81OM784,30111.28
730,2025-05-08,1512,55,7S7VLF9VSIWLFVHTO,7671.16
731,2025-05-26,24,151,SZ79A75QSZB2I4UB4,22579.94
732,2025-06-07,1317,151,CN8EHZBA5C7KUXFDG,17077.5
733,2025-05-02,192,88,DSGPTOIJ3KPYH8VDT,13232.59
734,2025-03-16,192,65,D3IAYNJCF3HQHNK93,9942.95
735,2026-02-08,494,12,KQE3A7CLY0HGPA7E6,11522.87
736,2025-04-10,1347,194,KNDJP3A52JE334455,12287.01
737,2025-09-22,1674,56,MYB0QIADN83H3QL4J,24972.75
738,2025-07-03,205,23,GPUWH0DVFYMRPVI16,21505.4
739,2025-11-05,569,1,LBULH2YS4THQ818J8,7725.05
740,2025-07-16,1543,116,9VIVILYYQTX0LIBUD,8675.63
741,2025-01-28,1514,25,OH3DAHB2LEK33O50J,17092.27
742,2025-12-22,564,50,1G1KT6FKKNZUDQNWZ,6813.35
743,2025-05-14,1511,12,B4SNPX7HO7FB9CO7G,12323.76
744,2026-03-14,429,51,GA8NGQOZEKDHY2LMO,7943.6
745,2025-02-15,1356,116,JKJN670EEUNUQPRWS,19981.65
746,2026-01-21,1869,186,X1P53NAOWEZHXP9JU,22384.68
747,2026-02-06,1803,195,ZTA8VCB38PZYNBYV5,20311.03
748,2025-02-16,1708,41,DPGDE4FHM6VBSTSWJ,18164.87
749,2025-04-12,768,9,45XSKL3292CORKK51,23136.39
750,2026-03-22,1829,108,FMMSTXAEP2PQCTU4X,25614.03
751,2025-04-05,434,19,ATUQCYJ8SH4V0OJ50,14292.14
752,2025-08-25,470,180,GKBM0P20CM4H7RM7G,6720.12
753,2026-01-15,1066,183,9XV2ZW9N9QY5M6KMK,15262.41
754,2025-11-13,1842,150,B008H3DGCUAS3OYCN,28941.09
755,2025-04-05,1698,153,AUURDLS03BAOE5C1G,10215.77
756,2025-09-01,871,45,B6FSUXHSG7T07VMXV,30298.29
757,2025-08-30,572,81,WNH521X7CM4B2SJPS,10314
758,2026-01-25,1635,198,8JL153HUBLI6ZN814,10538.1
759,2025-06-15,770,198,BFFCVFCMLH4FW5LRJ,15213.73
760,2025-11-08,237,178,80CRU8BV0R4OMGGWS,17886.46
761,2025-05-12,1510,180,MJL6277MMBQX5KENP,19790.74
762,2025-03-13,1148,123,5Z27IWE9TLLVTHVCZ,22559.37
763,2026-01-27,1673,35,9Z5VKYPE0CD20XGG6,7944.56
764,2025-10-17,1794,60,559CI9SESQUP64AAM,21961.06
765,2025-02-09,1042,156,YFFK0PTO5CPLSS3X5,14443.73
766,2025-10-17,1132,22,EH3EMO9Q3GX13H6V7,23321.01
767,2025-03-03,532,67,9WG88ZP5E3O3BHOIW,28963.76
768,2026-03-14,366,12,OFANM2XTVWXSYT2OM,17233.9
769,2026-03-20,421,36,XZYJCN72B97DAANIZ,16651.57
770,2026-01-07,1304,23,DQRGV8656LJRRBR46,7594.11
771,2025-08-19,1477,163,EC55S7J1SOLKOIJ7P,5410.56
772,2026-02-08,660,118,UO7QAYSTF41HZ5JM9,18318.07
773,2026-03-24,692,8,HXXOEJHJ59KCRGZ3L,23752.21
774,2026-02-18,56,199,1SJR1J2L51QS7QNKY,17195.04
775,2026-03-05,1481,8,I2K9SE4A46XQFVGZ4,13245.06
776,2026-02-06,1521,164,R8HACW841A3BLKQ29,24802.48
777,2026-01-02,390,124,4VCK69ET5OA5ZH353,5812.59
778,2025-08-27,1605,138,4BB8SZESDN0KSOS9T,23818.84
779,2026-02-22,1292,192,MEETN3Z12KNQUDT96,10850.44
780,2026-01-18,307,91,6YWW0M23MQNA4Z8K2,18855.96
781,2025-03-14,1628,130,K8B3470TZ4WJ0W310,6393.95
782,2025-06-13,535,41,V5DWBWX9EBAKVD2JU,14014.69
783,2025-03-31,1230,172,KNRLAG15LG7E4YHRJ,22551.99
784,2025-02-23,309,45,02115A2D1EM23802T,31906.26
